date,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,OT
1998-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-09-28,1.57733,115.0,0.0,139.0,210.0,0.0,26.0,490.0,304.0,70272.0,0.697291
1998-10-05,1.3088,133.0,0.0,174.0,262.0,0.0,36.0,605.0,328.0,77092.0,0.784777
1998-10-12,1.41744,217.0,0.0,225.0,287.0,0.0,54.0,783.0,350.0,86720.0,0.902906
1998-10-19,1.18272,278.0,0.0,226.0,530.0,0.0,52.0,1086.0,377.0,95437.0,1.13792
1998-10-26,2.33432,298.0,0.0,262.0,414.0,0.0,60.0,1034.0,388.0,101821.0,1.01551
1998-11-02,1.81577,258.0,0.0,292.0,402.0,0.0,70.0,1022.0,400.0,102108.0,1.0009
1998-11-09,2.17975,355.0,0.0,281.0,478.0,0.0,64.0,1178.0,372.0,103429.0,1.13895
1998-11-16,2.1124,291.0,0.0,322.0,512.0,0.0,83.0,1208.0,403.0,83346.0,1.44938
1998-11-23,2.04854,319.0,0.0,310.0,453.0,0.0,94.0,1176.0,392.0,103241.0,1.13908
1998-11-30,1.93248,353.0,0.0,303.0,461.0,0.0,85.0,1202.0,399.0,103600.0,1.16023
1998-12-07,1.90468,312.0,0.0,320.0,426.0,0.0,83.0,1141.0,396.0,97416.0,1.17127
1998-12-14,2.55983,335.0,0.0,296.0,359.0,0.0,74.0,1064.0,384.0,71380.0,1.49061
1998-12-21,3.99108,418.0,0.0,466.0,377.0,0.0,162.0,1423.0,382.0,77216.0,1.84288
1998-12-28,3.08581,439.0,0.0,659.0,548.0,0.0,134.0,1780.0,396.0,97593.0,1.8239
1999-01-04,4.16383,431.0,0.0,962.0,874.0,0.0,140.0,2407.0,396.0,94632.0,2.54354
1999-01-11,5.58049,801.0,0.0,1168.0,1689.0,0.0,206.0,3864.0,399.0,106864.0,3.61581
1999-01-18,5.25328,755.0,0.0,1419.0,2185.0,0.0,186.0,4545.0,397.0,111421.0,4.07912
1999-01-25,6.74667,970.0,0.0,1562.0,2919.0,0.0,219.0,5670.0,397.0,111667.0,5.0776
1999-02-01,7.57188,1029.0,0.0,1591.0,2911.0,0.0,237.0,5768.0,379.0,114244.0,5.04884
1999-02-08,6.87287,822.0,0.0,1599.0,2275.0,0.0,224.0,4920.0,376.0,104830.0,4.69331
1999-02-15,6.35098,800.0,0.0,1520.0,1932.0,0.0,234.0,4486.0,352.0,105946.0,4.23423
1999-02-22,5.41099,769.0,0.0,1357.0,1543.0,0.0,241.0,3910.0,359.0,97176.0,4.02363
1999-03-01,4.55008,539.0,0.0,1041.0,1140.0,0.0,202.0,2922.0,351.0,97612.0,2.99348
1999-03-08,3.85915,458.0,0.0,704.0,778.0,0.0,130.0,2070.0,339.0,87063.0,2.37759
1999-03-15,2.99601,378.0,0.0,548.0,641.0,0.0,129.0,1696.0,321.0,84079.0,2.01715
1999-03-22,1.97814,243.0,0.0,382.0,397.0,0.0,69.0,1091.0,313.0,79237.0,1.37688
1999-03-29,1.16887,127.0,0.0,202.0,265.0,0.0,38.0,632.0,277.0,71588.0,0.88283
1999-04-05,1.09302,102.0,0.0,102.0,175.0,0.0,17.0,396.0,268.0,64515.0,0.613811
1999-04-12,0.633169,59.0,0.0,66.0,133.0,0.0,13.0,271.0,258.0,64253.0,0.42177
1999-04-19,0.639561,111.0,0.0,118.0,150.0,0.0,20.0,399.0,255.0,64824.0,0.615513
1999-04-26,1.55531,35.0,0.0,50.0,84.0,0.0,11.0,180.0,237.0,59546.0,0.302287
1999-05-03,0.80802,102.0,0.0,88.0,86.0,0.0,16.0,292.0,227.0,55872.0,0.522623
1999-05-10,1.33997,100.0,0.0,68.0,100.0,0.0,15.0,283.0,222.0,53444.0,0.529526
1999-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-09-27,0.831219,264.0,0.0,228.0,273.0,0.0,26.0,791.0,316.0,80941.0,0.977255
1999-10-04,1.40445,292.0,0.0,297.0,351.0,0.0,57.0,997.0,361.0,93434.0,1.06706
1999-10-11,1.31721,346.0,0.0,293.0,371.0,0.0,57.0,1067.0,386.0,113187.0,0.942688
1999-10-18,1.38161,371.0,0.0,289.0,367.0,0.0,62.0,1089.0,355.0,107163.0,1.01621
1999-10-25,1.41607,438.0,0.0,434.0,607.0,0.0,91.0,1570.0,449.0,131448.0,1.19439
1999-11-01,1.48438,473.0,0.0,461.0,535.0,0.0,101.0,1570.0,456.0,126461.0,1.24149
1999-11-08,1.52614,443.0,0.0,544.0,622.0,0.0,92.0,1701.0,459.0,132304.0,1.28568
1999-11-15,1.85336,483.0,0.0,714.0,504.0,0.0,132.0,1833.0,455.0,108377.0,1.69132
1999-11-22,2.32907,518.0,0.0,994.0,835.0,0.0,137.0,2484.0,469.0,142980.0,1.73731
1999-11-29,2.70254,643.0,0.0,1316.0,1124.0,0.0,181.0,3264.0,480.0,139657.0,2.33715
1999-12-06,3.50454,828.0,0.0,1676.0,1405.0,0.0,299.0,4208.0,475.0,143607.0,2.93022
1999-12-13,5.40799,1130.0,0.0,2189.0,1399.0,0.0,450.0,5168.0,472.0,116927.0,4.41985
1999-12-20,7.04228,1339.0,0.0,3146.0,1697.0,0.0,664.0,6846.0,471.0,121233.0,5.64698
1999-12-27,6.76846,1314.0,0.0,3250.0,2043.0,0.0,665.0,7272.0,482.0,141197.0,5.15025
2000-01-03,5.52808,1011.0,0.0,2251.0,1746.0,0.0,462.0,5470.0,467.0,140143.0,3.90316
2000-01-10,3.80508,851.0,0.0,1357.0,1334.0,0.0,315.0,3857.0,450.0,132462.0,2.91178
2000-01-17,3.41177,722.0,0.0,962.0,1048.0,0.0,169.0,2901.0,433.0,134511.0,2.1567
2000-01-24,2.4,633.0,0.0,786.0,914.0,0.0,145.0,2478.0,441.0,136683.0,1.81295
2000-01-31,1.8912,599.0,0.0,646.0,862.0,0.0,116.0,2223.0,437.0,137511.0,1.6166
2000-02-07,1.35503,539.0,0.0,447.0,610.0,0.0,72.0,1668.0,413.0,131648.0,1.26702
2000-02-14,1.33212,452.0,0.0,328.0,481.0,0.0,64.0,1325.0,382.0,116119.0,1.14107
2000-02-21,1.49127,499.0,0.0,360.0,477.0,0.0,49.0,1385.0,370.0,112138.0,1.23509
2000-02-28,1.26826,381.0,0.0,256.0,394.0,0.0,57.0,1088.0,363.0,106737.0,1.01933
2000-03-06,1.05854,342.0,0.0,206.0,342.0,0.0,44.0,934.0,338.0,100814.0,0.926459
2000-03-13,0.92201,305.0,0.0,229.0,346.0,0.0,37.0,917.0,326.0,100658.0,0.911006
2000-03-20,0.892334,282.0,0.0,206.0,320.0,0.0,29.0,837.0,320.0,101612.0,0.823722
2000-03-27,0.929201,186.0,0.0,171.0,286.0,0.0,23.0,666.0,295.0,91806.0,0.725443
2000-04-03,0.655592,178.0,0.0,127.0,196.0,0.0,21.0,522.0,289.0,90035.0,0.579775
2000-04-10,0.607002,107.0,0.0,96.0,120.0,0.0,24.0,347.0,280.0,76910.0,0.451177
2000-04-17,0.600003,112.0,0.0,80.0,141.0,0.0,14.0,347.0,274.0,79100.0,0.438685
2000-04-24,0.547247,93.0,0.0,77.0,147.0,0.0,7.0,324.0,257.0,73550.0,0.440517
2000-05-01,0.476417,67.0,0.0,77.0,85.0,0.0,10.0,239.0,248.0,67962.0,0.351667
2000-05-08,0.445917,79.0,0.0,64.0,65.0,0.0,11.0,219.0,233.0,59761.0,0.36646
2000-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-25,1.04113,206.0,0.0,322.0,443.0,0.0,70.0,1041.0,337.0,84727.0,1.22865
2000-10-02,1.2871,270.0,0.0,389.0,489.0,0.0,86.0,1234.0,451.0,116917.0,1.05545
2000-10-09,1.28299,390.0,0.0,458.0,617.0,0.0,96.0,1561.0,487.0,134587.0,1.15984
2000-10-16,1.34081,411.0,0.0,564.0,683.0,0.0,123.0,1781.0,507.0,145165.0,1.22688
2000-10-23,1.0555,465.0,0.0,564.0,703.0,0.0,138.0,1870.0,526.0,150676.0,1.24107
2000-10-30,1.14136,564.0,0.0,635.0,849.0,0.0,181.0,2229.0,545.0,155700.0,1.4316
2000-11-06,1.44111,572.0,0.0,736.0,979.0,0.0,162.0,2449.0,571.0,163893.0,1.49427
2000-11-13,1.95735,704.0,0.0,646.0,913.0,0.0,154.0,2417.0,569.0,131168.0,1.84268
2000-11-20,1.61928,673.0,0.0,900.0,1085.0,0.0,196.0,2854.0,581.0,178641.0,1.59762
2000-11-27,1.7844,710.0,0.0,916.0,1232.0,0.0,239.0,3097.0,595.0,178529.0,1.73473
2000-12-04,2.34423,677.0,0.0,1077.0,1455.0,0.0,185.0,3394.0,600.0,165935.0,2.04538
2000-12-11,2.69528,767.0,0.0,1052.0,1337.0,0.0,205.0,3361.0,585.0,139431.0,2.41051
2000-12-18,3.8618,1059.0,0.0,1496.0,1335.0,0.0,262.0,4152.0,587.0,122719.0,3.38334
2001-01-01,3.505,1049.0,0.0,1855.0,1571.0,0.0,321.0,4796.0,591.0,148538.0,3.2288
2001-01-08,3.43804,1081.0,0.0,1722.0,2423.0,0.0,318.0,5544.0,611.0,177720.0,3.11951
2001-01-15,4.3928,1395.0,0.0,1806.0,3223.0,0.0,293.0,6717.0,617.0,176566.0,3.80424
2001-01-22,4.21339,1542.0,0.0,1991.0,4057.0,0.0,318.0,7908.0,626.0,188879.0,4.18681
2001-01-29,4.35364,1329.0,0.0,1958.0,3705.0,0.0,295.0,7287.0,578.0,182792.0,3.9865
2001-02-05,3.69969,1370.0,0.0,1731.0,3017.0,0.0,358.0,6476.0,566.0,179586.0,3.60607
2001-02-12,2.81921,1059.0,0.0,1393.0,2126.0,0.0,254.0,4832.0,566.0,171948.0,2.81015
2001-02-19,2.55294,834.0,0.0,1278.0,1566.0,0.0,245.0,3923.0,540.0,162402.0,2.41561
2001-02-26,1.90167,683.0,0.0,752.0,1008.0,0.0,163.0,2606.0,511.0,150399.0,1.73272
2001-03-05,1.68033,622.0,0.0,854.0,934.0,0.0,152.0,2562.0,510.0,155916.0,1.64319
2001-03-12,1.6254,524.0,0.0,522.0,762.0,0.0,135.0,1943.0,472.0,143075.0,1.35803
2001-03-19,1.45957,485.0,0.0,507.0,751.0,0.0,136.0,1879.0,460.0,135154.0,1.39027
2001-03-26,1.32376,465.0,0.0,419.0,575.0,0.0,131.0,1590.0,442.0,129934.0,1.2237
2001-04-02,0.920073,288.0,0.0,421.0,421.0,0.0,126.0,1256.0,371.0,112235.0,1.11908
2001-04-09,0.779257,219.0,0.0,305.0,344.0,0.0,82.0,950.0,349.0,101175.0,0.938967
2001-04-16,0.991303,234.0,0.0,344.0,331.0,0.0,88.0,997.0,342.0,105580.0,0.944308
2001-04-23,0.82693,198.0,0.0,253.0,274.0,0.0,46.0,771.0,334.0,103824.0,0.742603
2001-04-30,0.588952,173.0,0.0,225.0,265.0,0.0,71.0,734.0,322.0,99802.0,0.735456
2001-05-07,0.605586,165.0,0.0,196.0,250.0,0.0,60.0,671.0,293.0,92532.0,0.725155
2001-05-14,0.49434,94.0,0.0,159.0,179.0,0.0,38.0,470.0,262.0,70113.0,0.670346
2001-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-01,1.41046,429.0,0.0,372.0,485.0,0.0,82.0,1368.0,607.0,137156.0,0.997404
2001-10-08,1.77019,479.0,0.0,526.0,628.0,0.0,114.0,1747.0,646.0,159264.0,1.09692
2001-10-15,1.61904,562.0,0.0,560.0,697.0,0.0,113.0,1932.0,690.0,165425.0,1.1679
2001-10-22,1.77065,567.0,0.0,643.0,876.0,0.0,118.0,2204.0,710.0,174566.0,1.26256
2001-10-29,1.93891,655.0,0.0,665.0,883.0,0.0,168.0,2371.0,746.0,182365.0,1.30014
2001-11-05,1.63439,626.0,0.0,687.0,865.0,0.0,149.0,2327.0,758.0,190992.0,1.21838
2001-11-12,1.90363,693.0,0.0,811.0,862.0,0.0,142.0,2508.0,770.0,187174.0,1.33993
2001-11-19,1.80556,602.0,0.0,698.0,643.0,0.0,147.0,2090.0,764.0,141523.0,1.47679
2001-11-26,1.75506,638.0,0.0,877.0,866.0,0.0,185.0,2566.0,728.0,181932.0,1.41042
2001-12-03,1.53023,602.0,0.0,676.0,848.0,0.0,149.0,2275.0,762.0,180095.0,1.26322
2001-12-10,1.46161,666.0,0.0,570.0,780.0,0.0,153.0,2169.0,756.0,170971.0,1.26864
2001-12-17,1.96048,707.0,0.0,684.0,725.0,0.0,162.0,2278.0,696.0,148450.0,1.53452
2001-12-24,2.20435,719.0,0.0,718.0,656.0,0.0,172.0,2265.0,691.0,106451.0,2.12774
2001-12-31,2.1348,785.0,0.0,808.0,752.0,0.0,223.0,2568.0,728.0,132274.0,1.94142
2002-01-07,1.89441,837.0,0.0,869.0,969.0,0.0,200.0,2875.0,742.0,171747.0,1.67397
2002-01-14,2.83109,1067.0,0.0,948.0,1533.0,0.0,195.0,3743.0,749.0,180969.0,2.06831
2002-01-21,3.30481,1460.0,0.0,1156.0,2004.0,0.0,177.0,4797.0,728.0,166968.0,2.87301
2002-01-28,3.61063,1556.0,0.0,1415.0,2351.0,0.0,235.0,5557.0,729.0,188431.0,2.94909
2002-02-04,3.42799,1542.0,0.0,1478.0,2330.0,0.0,274.0,5624.0,728.0,192039.0,2.92857
2002-02-11,3.76715,1557.0,0.0,1573.0,2436.0,0.0,358.0,5924.0,712.0,187242.0,3.16382
2002-02-18,3.60018,1509.0,0.0,1544.0,2359.0,0.0,348.0,5760.0,708.0,184544.0,3.12121
2002-02-25,3.20024,1208.0,0.0,1529.0,1997.0,0.0,370.0,5104.0,707.0,186608.0,2.73515
2002-03-04,2.92633,848.0,0.0,1007.0,1558.0,0.0,218.0,3631.0,674.0,168647.0,2.15302
2002-03-11,2.85857,731.0,0.0,832.0,1252.0,0.0,162.0,2977.0,652.0,154942.0,1.92136
2002-03-18,2.34745,567.0,0.0,607.0,1092.0,0.0,151.0,2417.0,617.0,148527.0,1.62731
2002-03-25,2.23498,547.0,0.0,488.0,913.0,0.0,131.0,2079.0,582.0,142223.0,1.46179
2002-04-01,1.99355,397.0,0.0,449.0,692.0,0.0,117.0,1655.0,575.0,138645.0,1.1937
2002-04-08,1.37168,327.0,0.0,292.0,467.0,0.0,83.0,1169.0,551.0,130554.0,0.895415
2002-04-15,1.27033,247.0,0.0,262.0,442.0,0.0,67.0,1018.0,523.0,124465.0,0.817901
2002-04-22,0.999331,235.0,0.0,155.0,389.0,0.0,51.0,830.0,504.0,117581.0,0.705896
2002-04-29,1.172,209.0,0.0,147.0,269.0,0.0,47.0,672.0,475.0,109945.0,0.611215
2002-05-06,1.03472,169.0,0.0,156.0,302.0,0.0,46.0,673.0,458.0,106720.0,0.630622
2002-05-13,0.703599,159.0,0.0,142.0,236.0,0.0,39.0,576.0,449.0,100422.0,0.573579
2002-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
