date,OT
1999-09-06,0.2222222222222222
1999-09-13,0.2142857142857142
1999-09-20,0.0555555555555555
1999-09-27,0.0
1999-10-04,0.0
1999-10-11,0.0625
1999-10-18,0.3
1999-10-25,0.2727272727272727
1999-11-01,0.0
1999-11-08,0.0
1999-11-15,0.1428571428571428
1999-11-22,0.0
1999-11-29,0.0
1999-12-06,0.0
1999-12-13,0.0
1999-12-20,0.0
1999-12-27,0.0
2000-01-03,0.0
2000-01-10,0.0526315789473684
2000-01-17,0.0
2000-01-24,0.0
2000-01-31,0.0
2000-02-07,0.0
2000-02-14,0.0
2000-02-21,0.0
2000-02-28,0.0
2000-03-06,0.2307692307692307
2000-03-13,0.16
2000-03-20,0.0666666666666666
2000-03-27,0.0
2000-04-03,0.0833333333333333
2000-04-10,0.0833333333333333
2000-04-17,0.064516129032258
2000-04-24,0.1111111111111111
2000-05-01,0.2608695652173913
2000-05-08,0.1836734693877551
2000-05-15,0.1951219512195122
2000-05-22,0.1833333333333333
2000-05-29,0.1486486486486486
2000-06-05,0.1343283582089552
2000-06-12,0.1296296296296296
2000-06-19,0.1162790697674418
2000-06-26,0.0666666666666666
2000-07-03,0.0769230769230769
2000-07-10,0.1111111111111111
2000-07-17,0.0754716981132075
2000-07-24,0.0380952380952381
2000-07-31,0.0232558139534883
2000-08-07,0.0
2000-08-14,0.0555555555555555
2000-08-21,0.125
2000-08-28,0.3529411764705882
2000-09-04,0.064516129032258
2000-09-11,0.2127659574468085
2000-09-18,0.0
2000-09-25,0.0
2000-10-02,0.0
2000-10-09,0.0
2000-10-16,0.0
2000-10-23,0.0
2000-12-25,0.0
2001-01-01,0.0
2001-01-08,0.0
2001-01-15,0.0
2001-01-22,0.0
2001-01-29,0.0
2001-02-05,0.0
2001-02-12,0.0
2001-02-19,0.0
2001-02-26,0.0
2001-03-05,0.0
2001-03-12,0.0
2001-03-19,0.0
2001-03-26,0.0
2001-04-02,0.0625
2001-04-09,0.0869565217391304
2001-04-16,0.1388888888888889
2001-04-23,0.0
2001-04-30,0.0625
2001-05-07,0.125
2001-05-14,0.12
2001-05-21,0.1346153846153846
2001-05-28,0.2586206896551724
2001-06-04,0.1739130434782608
2001-06-11,0.2280701754385964
2001-06-18,0.180327868852459
2001-06-25,0.275
2001-07-02,0.2142857142857142
2001-07-09,0.1707317073170731
2001-07-16,0.2413793103448276
2001-07-23,0.2631578947368421
2001-07-30,0.0666666666666666
2001-08-06,0.6
2001-08-13,0.25
2001-08-20,0.3125
2001-08-27,0.3181818181818182
2001-09-03,0.0833333333333333
2001-09-10,0.1612903225806451
2001-09-17,0.0769230769230769
2001-09-24,0.0909090909090909
2001-10-01,0.0625
2001-10-08,0.0333333333333333
2001-10-15,0.0
2001-10-22,0.0
2001-10-29,0.0
2001-11-05,0.0
2001-11-12,0.0
2001-11-19,0.0
2001-11-26,0.0
2001-12-03,0.0
2001-12-10,0.0
2001-12-24,0.0
2001-12-31,0.0
2002-01-07,0.0769230769230769
2002-01-14,0.0
2002-01-21,0.0
2002-01-28,0.0303030303030303
2002-02-04,0.0833333333333333
2002-02-11,0.1666666666666666
2002-02-18,0.0
2002-02-25,0.0238095238095238
2002-03-04,0.074074074074074
2002-03-11,0.0256410256410256
2002-03-18,0.125
2002-03-25,0.0416666666666666
2002-04-01,0.0470588235294117
2002-04-08,0.0549450549450549
2002-04-15,0.0139860139860139
2002-04-22,0.0346820809248554
2002-04-29,0.0088495575221238
2002-05-06,0.0079051383399209
2002-05-13,0.0265486725663716
2002-05-20,0.0327102803738317
2002-05-27,0.0265486725663716
2002-06-03,0.0758620689655172
2002-06-10,0.0522388059701492
2002-06-17,0.0909090909090909
2002-06-24,0.0888888888888888
2002-07-01,0.0440528634361233
2002-07-08,0.0705882352941176
2002-07-15,0.0459183673469387
2002-07-22,0.1448598130841121
2002-07-29,0.0268456375838926
2002-08-05,0.0512820512820512
2002-08-12,0.1162790697674418
2002-08-19,0.1538461538461538
2002-08-26,0.2631578947368421
2002-09-02,0.032258064516129
2002-09-09,0.1764705882352941
2002-09-16,0.1
2002-09-23,0.2105263157894736
2002-09-30,0.7142857142857143
2002-10-07,0.5
2002-10-14,0.2727272727272727
2002-10-21,0.25
2002-10-28,0.1176470588235294
2002-11-04,0.2857142857142857
2002-11-11,0.25
2002-11-18,0.1333333333333333
2002-11-25,1.0
2002-12-02,0.625
2002-12-09,0.25
2002-12-16,0.0
2002-12-23,0.0
2002-12-30,0.0
2003-01-06,0.0
2003-01-13,0.0
2003-01-20,0.0
2003-01-27,0.0
2003-02-03,0.0
2003-02-10,0.0833333333333333
2003-02-17,0.0
2003-02-24,0.1333333333333333
2003-03-03,0.0
2003-03-10,0.0
2003-03-17,0.0909090909090909
2003-03-24,0.0
2003-03-31,0.0
2003-04-07,0.0
2003-04-14,0.2
2003-04-21,0.0714285714285714
2003-04-28,0.0
2003-05-05,0.0714285714285714
2003-05-12,0.1923076923076923
2003-05-19,0.2058823529411764
2003-05-26,0.4666666666666667
2003-06-02,0.2808988764044944
2003-06-09,0.3932584269662921
2003-06-16,0.4210526315789473
2003-06-23,0.2903225806451613
2003-06-30,0.2909090909090909
2003-07-07,0.3571428571428571
2003-07-14,0.2962962962962963
2003-07-21,0.1979166666666666
2003-07-28,0.1739130434782608
2003-08-04,0.0555555555555555
2003-08-11,0.0769230769230769
2003-08-18,0.0
2003-08-25,0.0526315789473684
2003-09-01,0.0625
2003-09-08,0.1363636363636363
2003-09-15,0.2142857142857142
2003-09-22,0.1363636363636363
2003-09-29,0.125
2003-10-06,0.1860465116279069
2003-10-13,0.0
2003-10-20,0.0
2003-10-27,0.1304347826086956
2003-11-03,0.0
2003-11-10,0.0
2003-11-17,0.0
2003-11-24,0.0
2003-12-01,0.0
2003-12-08,0.2857142857142857
2003-12-15,0.0
2003-12-22,0.0
2003-12-29,0.1428571428571428
2004-01-05,0.2
2004-01-12,0.2222222222222222
2004-01-19,0.0
2004-01-26,0.2666666666666666
2004-02-02,0.2222222222222222
2004-02-09,0.0952380952380952
2004-02-16,0.1666666666666666
2004-02-23,0.15625
2004-03-01,0.1666666666666666
2004-03-08,0.074074074074074
2004-03-15,0.2333333333333333
2004-03-22,0.0294117647058823
2004-03-29,0.0952380952380952
2004-04-05,0.0
2004-04-12,0.0625
2004-04-19,0.0714285714285714
2004-04-26,0.0
2004-05-03,0.0
2004-05-10,0.0384615384615384
2004-05-17,0.0
2004-05-24,0.1304347826086956
2004-05-31,0.1724137931034483
2004-06-07,0.1627906976744186
2004-06-14,0.1875
2004-06-21,0.125
2004-06-28,0.238095238095238
2004-07-05,0.2666666666666666
2004-07-12,0.1428571428571428
2004-07-19,0.2142857142857142
2004-07-26,0.2692307692307692
2004-08-02,0.5625
2004-08-09,0.7391304347826086
2004-08-16,0.25
2004-08-23,0.0
2004-08-30,0.0714285714285714
2004-09-06,0.0
2004-09-13,0.0526315789473684
2004-09-20,0.0666666666666666
2004-09-27,0.0
2004-10-04,0.0263157894736842
2004-10-11,0.0
2004-10-18,0.064516129032258
2004-10-25,0.1
2004-11-01,0.0909090909090909
2004-11-08,0.0714285714285714
2004-11-15,0.0
2004-11-22,0.0833333333333333
2004-11-29,0.0
2004-12-06,0.36
2004-12-13,0.4230769230769231
2004-12-20,0.2777777777777778
2004-12-27,1.0
2005-01-03,0.5882352941176471
2005-01-10,0.1666666666666666
2005-01-17,0.1176470588235294
2005-01-24,0.0909090909090909
2005-01-31,0.2105263157894736
2005-02-07,0.08
2005-02-14,0.0232558139534883
2005-02-21,0.0
2005-02-28,0.0
2005-03-07,0.0
2005-03-14,0.0
2005-03-21,0.0
2005-03-28,0.0
2005-04-04,0.0
2005-04-11,0.028169014084507
2005-04-18,0.0273972602739726
2005-04-25,0.072289156626506
2005-05-02,0.0964912280701754
2005-05-09,0.2551020408163265
2005-05-16,0.367816091954023
2005-05-23,0.5206611570247934
2005-05-30,0.5795454545454546
2005-06-06,0.5656565656565656
2005-06-13,0.4729729729729729
2005-06-20,0.4267515923566879
2005-06-27,0.3113207547169811
2005-07-04,0.3
2005-07-11,0.4078947368421052
2005-07-18,0.2413793103448276
2005-07-25,0.2244897959183673
2005-08-01,0.3478260869565217
2005-08-08,0.28125
2005-08-15,0.3142857142857143
2005-08-22,0.2857142857142857
2005-08-29,0.2692307692307692
2005-09-05,0.0681818181818181
2005-09-12,0.0869565217391304
2005-09-19,0.1176470588235294
2005-09-26,0.04
2005-10-03,0.0555555555555555
2005-10-10,0.0
2005-10-17,0.0
2005-10-24,0.0
2005-10-31,0.0
2005-11-07,0.4761904761904761
2005-11-14,0.074074074074074
2005-11-21,0.0
2005-11-28,0.3157894736842105
2005-12-05,0.8235294117647058
2005-12-12,0.7727272727272727
2005-12-19,0.8125
2005-12-26,0.6153846153846154
2006-01-02,0.5
2006-01-09,0.6470588235294118
2006-01-16,0.6363636363636364
2006-01-23,0.238095238095238
2006-01-30,0.0384615384615384
2006-02-06,0.0434782608695652
2006-02-13,0.1142857142857142
2006-02-20,0.08
2006-02-27,0.0357142857142857
2006-03-06,0.1785714285714285
2006-03-13,0.0967741935483871
2006-03-20,0.0
2006-03-27,0.0588235294117647
2006-04-03,0.0526315789473684
2006-04-10,0.032258064516129
2006-04-17,0.0681818181818181
2006-04-24,0.037037037037037
2006-05-01,0.1956521739130435
2006-05-08,0.3333333333333333
2006-05-15,0.3670886075949367
2006-05-22,0.510752688172043
2006-05-29,0.4825870646766169
2006-06-05,0.4866920152091255
2006-06-12,0.4285714285714285
2006-06-19,0.3272727272727272
2006-06-26,0.3823529411764705
2006-07-03,0.1714285714285714
2006-07-10,0.238095238095238
2006-07-17,0.1304347826086956
2006-07-24,0.2
2006-07-31,0.1379310344827586
2006-08-07,0.4545454545454545
2006-08-14,0.0
2006-08-21,0.2307692307692307
2006-08-28,0.2692307692307692
2006-09-04,0.1739130434782608
2006-09-11,0.3076923076923077
2006-09-18,0.3787878787878788
2006-09-25,0.3125
2006-10-02,0.2361111111111111
2006-10-09,0.4794520547945205
2006-10-16,0.4153846153846154
2006-10-23,0.3888888888888889
2006-10-30,0.1764705882352941
2006-11-06,0.0925925925925925
2006-11-13,0.0784313725490196
2006-11-20,0.0
2006-11-27,0.0232558139534883
2006-12-04,0.087719298245614
2006-12-11,0.0923076923076923
2006-12-18,0.0526315789473684
2006-12-25,0.0
2007-01-01,0.1428571428571428
2007-01-08,0.1186440677966101
2007-01-15,0.14
2007-01-22,0.0631578947368421
2007-01-29,0.16
2007-02-05,0.1969696969696969
2007-02-12,0.0566037735849056
2007-02-19,0.1891891891891892
2007-02-26,0.1142857142857142
2007-03-05,0.0909090909090909
2007-03-12,0.1829268292682926
2007-03-19,0.125
2007-03-26,0.0538461538461538
2007-04-02,0.0099009900990099
2007-04-09,0.1052631578947368
2007-04-16,0.0232558139534883
2007-04-23,0.0186915887850467
2007-04-30,0.0204081632653061
2007-05-07,0.037593984962406
2007-05-14,0.040983606557377
2007-05-21,0.0357142857142857
2007-05-28,0.0575539568345323
2007-06-04,0.074074074074074
2007-06-11,0.0531914893617021
2007-06-18,0.0395136778115501
2007-06-25,0.057788944723618
2007-07-02,0.0925925925925925
2007-07-09,0.2713414634146341
2007-07-16,0.1610169491525423
2007-07-23,0.1952662721893491
2007-07-30,0.1912144702842377
2007-08-06,0.1656050955414012
2007-08-13,0.2225519287833827
2007-08-20,0.1552162849872773
2007-08-27,0.0987951807228915
2007-09-03,0.4339622641509434
2007-09-10,0.5787234042553191
2007-09-17,0.2761627906976744
2007-09-24,0.8067796610169492
2007-10-01,0.1115702479338843
2007-10-08,0.1378091872791519
2007-10-15,0.069164265129683
2007-10-22,0.0830324909747292
2007-10-29,0.152
2007-11-05,0.1894736842105263
2007-11-12,0.1229773462783171
2007-11-19,0.1389728096676737
2007-11-26,0.0676923076923076
2007-12-03,0.3195876288659793
2007-12-10,0.1260504201680672
2007-12-17,0.5319148936170213
2007-12-24,0.0952380952380952
2007-12-31,0.0769230769230769
2008-01-07,0.2117647058823529
2008-01-14,0.1188811188811188
2008-01-21,0.0859106529209622
2008-01-28,0.1157024793388429
2008-02-04,0.1186440677966101
2008-02-11,0.0571428571428571
2008-02-18,0.0327272727272727
2008-02-25,0.037037037037037
2008-03-03,0.0216718266253869
2008-03-10,0.039426523297491
2008-03-17,0.0115830115830115
2008-03-24,0.044280442804428
2008-03-31,0.0681818181818181
2008-04-07,0.0617647058823529
2008-04-14,0.0609418282548476
2008-04-21,0.0797720797720797
2008-04-28,0.0893617021276595
2008-05-05,0.0746753246753246
2008-05-12,0.096045197740113
2008-05-19,0.0873015873015873
2008-05-26,0.1186943620178041
2008-06-02,0.0960264900662251
2008-06-09,0.1662049861495844
2008-06-16,0.1222222222222222
2008-06-23,0.1931330472103004
2008-06-30,0.1847826086956521
2008-07-07,0.2206235011990407
2008-07-14,0.1763157894736842
2008-07-21,0.2203389830508474
2008-07-28,0.1938461538461538
2008-08-04,0.1551724137931034
2008-08-11,0.1336032388663967
2008-08-18,0.1987951807228915
2008-08-25,0.2736486486486486
2008-09-01,0.2083333333333333
2008-09-08,0.2395833333333333
2008-09-15,0.2350993377483443
2008-09-22,0.2639751552795031
2008-09-29,0.1438127090301003
2008-10-06,0.1574468085106383
2008-10-13,0.1241830065359477
2008-10-20,0.1504065040650406
2008-10-27,0.2411764705882353
2008-11-03,0.1464435146443514
2008-11-10,0.2152777777777778
2008-11-17,0.2685714285714285
2008-11-24,0.1675675675675675
2008-12-01,0.1321428571428571
2008-12-08,0.1116279069767441
2008-12-15,0.0539419087136929
2008-12-22,0.0
2008-12-29,0.0298507462686567
2009-01-05,0.0394736842105263
2009-01-12,0.0424528301886792
2009-01-19,0.0331753554502369
2009-01-26,0.0787037037037037
2009-02-02,0.0355555555555555
2009-02-09,0.0730994152046783
2009-02-16,0.0753768844221105
2009-02-23,0.0300429184549356
2009-03-02,0.030379746835443
2009-03-09,0.0130151843817787
2009-03-16,0.0275862068965517
2009-03-23,0.0269541778975741
2009-03-30,0.0271493212669683
2009-04-06,0.0454545454545454
2009-04-13,0.0504201680672268
2009-04-20,0.0673575129533678
2009-04-27,0.0788732394366197
2009-05-04,0.1825
2009-05-11,0.2576112412177986
2009-05-18,0.2224770642201834
2009-05-25,0.3512195121951219
2009-06-01,0.3482309124767225
2009-06-08,0.276083467094703
2009-06-15,0.3775510204081632
2009-06-22,0.3338735818476499
2009-06-29,0.3168316831683168
2009-07-06,0.2538461538461538
2009-07-13,0.2874531835205992
2009-07-20,0.2432950191570881
2009-07-27,0.4004171011470281
2009-08-03,0.3802521008403361
2009-08-10,0.3289841565703634
2009-08-17,0.3411927877947295
2009-08-24,0.338855421686747
2009-08-31,0.2773224043715847
2009-09-07,0.3227665706051873
2009-09-14,0.2542892156862745
2009-09-21,0.2278481012658227
2009-09-28,0.1960049937578027
2009-10-05,0.3873303167420814
2009-10-12,0.3309813983322642
2009-10-19,0.3416856492027335
2009-10-26,0.3548632218844985
2009-11-02,0.3079044117647059
2009-11-09,0.2705357142857142
2009-11-16,0.2681775259678942
2009-11-23,0.2119323241317898
2009-11-30,0.2346688470973017
2009-12-07,0.1381987577639751
2009-12-14,0.1943942133815551
2009-12-21,0.2759197324414715
2009-12-28,0.0843373493975903
2010-01-04,0.1545338441890166
2010-01-11,0.1182147165259348
2010-01-18,0.1517509727626459
2010-01-25,0.1229611041405269
2010-02-01,0.1295641931684334
2010-02-08,0.2092592592592592
2010-02-15,0.1890756302521008
2010-02-22,0.2023809523809523
2010-03-01,0.1892857142857142
2010-03-08,0.1316648531011969
2010-03-15,0.1495798319327731
2010-03-22,0.1871013465627214
2010-03-29,0.2469337694194603
2010-04-05,0.2031386224934612
2010-04-12,0.144082332761578
2010-04-19,0.1129943502824858
2010-04-26,0.0764966740576496
2010-05-03,0.085820895522388
2010-05-10,0.0876095118898623
2010-05-17,0.1075740944017563
2010-05-24,0.0586797066014669
2010-05-31,0.0915411355735805
2010-06-07,0.118792599805258
2010-06-14,0.0890909090909091
2010-06-21,0.1483198146002317
2010-06-28,0.1494591937069813
2010-07-05,0.1693548387096774
2010-07-12,0.240495867768595
2010-07-19,0.1222672064777327
2010-07-26,0.1952232606438214
2010-08-02,0.181094527363184
2010-08-09,0.1871345029239766
2010-08-16,0.1888268156424581
2010-08-23,0.2331670822942643
2010-08-30,0.1729518855656697
2010-09-06,0.1777476255088195
2010-09-13,0.1574307304785894
2010-09-20,0.146583850931677
2010-09-27,0.1645569620253164
2010-10-04,0.1766029246344207
2010-10-11,0.1542730299667036
2010-10-18,0.1717921527041357
2010-10-25,0.1656920077972709
2010-11-01,0.1913827655310621
2010-11-08,0.1442786069651741
2010-11-15,0.1430722891566265
2010-11-22,0.127906976744186
2010-11-29,0.1303901437371663
2010-12-06,0.1212121212121212
2010-12-13,0.0963704630788485
2010-12-20,0.1602209944751381
2010-12-27,0.1795665634674922
2011-01-03,0.1455223880597015
2011-01-10,0.1523947750362844
2011-01-17,0.1621621621621621
2011-01-24,0.2244186046511627
2011-01-31,0.1939024390243902
2011-02-07,0.1641025641025641
2011-02-14,0.2035661218424962
2011-02-21,0.1907810499359795
2011-02-28,0.165625
2011-03-07,0.1957618567103935
2011-03-14,0.1482194417709336
2011-03-21,0.1550468262226847
2011-03-28,0.1353467561521252
2011-04-04,0.1400778210116731
2011-04-11,0.1226215644820296
2011-04-18,0.1028938906752411
2011-04-25,0.1084745762711864
2011-05-02,0.1263940520446096
2011-05-09,0.1219158200290275
2011-05-16,0.1366806136680613
2011-05-23,0.2059171597633136
2011-05-30,0.2461368653421633
2011-06-06,0.2644483362521891
2011-06-13,0.2657004830917874
2011-06-20,0.20814880425155
2011-06-27,0.1766666666666666
2011-07-04,0.2042328042328042
2011-07-11,0.140625
2011-07-18,0.1252955082742316
2011-07-25,0.1235431235431235
2011-08-01,0.1080178173719376
2011-08-08,0.1233766233766233
2011-08-15,0.1303827751196172
2011-08-22,0.1337016574585635
2011-08-29,0.147562582345191
2011-09-05,0.1544256120527307
2011-09-12,0.1916802610114192
2011-09-19,0.2102404965089216
2011-09-26,0.2474129821260583
2011-10-03,0.2784090909090909
2011-10-10,0.3014354066985646
2011-10-17,0.2577586206896551
2011-10-24,0.2403560830860534
2011-10-31,0.2231292517006802
2011-11-07,0.1631382316313823
2011-11-14,0.1316425120772947
2011-11-21,0.1190817790530846
2011-11-28,0.1811487481590574
2011-12-05,0.118043844856661
2011-12-12,0.096192384769539
2011-12-19,0.1221374045801526
2011-12-26,0.0864197530864197
2012-01-02,0.1197183098591549
2012-01-09,0.0929577464788732
2012-01-16,0.0586419753086419
2012-01-23,0.096938775510204
2012-01-30,0.0715307582260372
2012-02-06,0.0771241830065359
2012-02-13,0.0828471411901983
2012-02-20,0.0817253121452894
2012-02-27,0.0708994708994708
2012-03-05,0.0756302521008403
2012-03-12,0.0839363241678726
2012-03-19,0.1129707112970711
2012-03-26,0.0958164642375168
2012-04-02,0.1223328591749644
2012-04-09,0.08099173553719
2012-04-16,0.1061946902654867
2012-04-23,0.0756097560975609
2012-04-30,0.0570522979397781
2012-05-07,0.0303951367781155
2012-05-14,0.0757020757020757
2012-05-21,0.0873671782762691
2012-05-28,0.0716685330347144
2012-06-04,0.0791705937794533
2012-06-11,0.0932914046121593
2012-06-18,0.14900314795383
2012-06-25,0.1390433815350389
2012-07-02,0.1254125412541254
2012-07-09,0.1147227533460803
2012-07-16,0.1196013289036544
2012-07-23,0.1428571428571428
2012-07-30,0.1419406575781876
2012-08-06,0.1094127111826226
2012-08-13,0.1464912280701754
2012-08-20,0.1594684385382059
2012-08-27,0.1159851301115241
2012-09-03,0.0866396761133603
2012-09-10,0.1027550260610573
2012-09-17,0.115219260533104
2012-09-24,0.1568265682656826
2012-10-01,0.2061403508771929
2012-10-08,0.3114446529080675
2012-10-15,0.3923205342237061
2012-10-22,0.27851644506648
2012-10-29,0.1520417028670721
2012-11-05,0.1806020066889632
2012-11-12,0.1433251433251433
2012-11-19,0.1304744525547445
2012-11-26,0.1212381771281169
2012-12-03,0.1152502910360884
2012-12-10,0.1234840132304299
2012-12-17,0.1545012165450121
2012-12-24,0.1568181818181818
2012-12-31,0.1791044776119403
2013-01-07,0.120918984280532
2013-01-14,0.1459119496855346
2013-01-21,0.1321989528795811
2013-01-28,0.1291053227633069
2013-02-04,0.1431693989071038
2013-02-11,0.1383399209486166
2013-02-18,0.1534216335540839
2013-02-25,0.1523687580025608
2013-03-04,0.1047227926078028
2013-03-11,0.1509433962264151
2013-03-18,0.1051051051051051
2013-03-25,0.1211305518169582
2013-04-01,0.1137656427758816
2013-04-08,0.1205211726384364
2013-04-15,0.0963455149501661
2013-04-22,0.1390498261877172
2013-04-29,0.1313340227507756
2013-05-06,0.164126611957796
2013-05-13,0.1640543364681295
2013-05-20,0.163846838824577
2013-05-27,0.1898340248962655
2013-06-03,0.2089694656488549
2013-06-10,0.1680743243243243
2013-06-17,0.1574585635359116
2013-06-24,0.1854759568204121
2013-07-01,0.140973630831643
2013-07-08,0.1392111368909512
2013-07-15,0.1031746031746031
2013-07-22,0.1291053227633069
2013-07-29,0.106476399560922
2013-08-05,0.1316129032258064
2013-08-12,0.1269487750556792
2013-08-19,0.1359223300970873
2013-08-26,0.1580717488789237
2013-09-02,0.1232123212321232
2013-09-09,0.136734693877551
2013-09-16,0.1302521008403361
2013-09-23,0.1328671328671328
2013-09-30,0.1301939058171745
2013-10-07,0.1289940828402367
2013-10-14,0.1206675224646983
2013-10-21,0.1353467561521252
2013-10-28,0.1157407407407407
2013-11-04,0.1102181400688863
2013-11-11,0.1556420233463035
2013-11-18,0.1422764227642276
2013-11-25,0.1487341772151898
2013-12-02,0.128133704735376
2013-12-09,0.1471074380165289
2013-12-16,0.17960088691796
2013-12-23,0.172
2013-12-30,0.1776504297994269
2014-01-06,0.1501597444089457
2014-01-13,0.1553719008264462
2014-01-20,0.1476683937823834
2014-01-27,0.1041095890410958
2014-02-03,0.1505235602094241
2014-02-10,0.1373873873873874
2014-02-17,0.1241534988713318
2014-02-24,0.1237458193979933
2014-03-03,0.0981256890848952
2014-03-10,0.0974421437271619
2014-03-17,0.1421800947867298
2014-03-24,0.0707850707850707
2014-03-31,0.1106382978723404
2014-04-07,0.0932721712538226
2014-04-14,0.0925324675324675
2014-04-21,0.0880597014925373
2014-04-28,0.1085106382978723
2014-05-05,0.0959692898272552
2014-05-12,0.1132404181184669
2014-05-19,0.0895061728395061
2014-05-26,0.1381578947368421
2014-06-02,0.1251840942562592
2014-06-09,0.1369472182596291
2014-06-16,0.1334894613583138
2014-06-23,0.1797603195739014
2014-06-30,0.1969309462915601
2014-07-07,0.1917443408788282
2014-07-14,0.1713147410358565
2014-07-21,0.1869688385269121
2014-07-28,0.2553606237816764
2014-08-04,0.2530864197530864
2014-08-11,0.185064935064935
2014-08-18,0.1660899653979238
2014-08-25,0.1346499102333931
2014-09-01,0.1171617161716171
2014-09-08,0.1215753424657534
2014-09-15,0.1372549019607843
2014-09-22,0.1231884057971014
2014-09-29,0.1743697478991596
2014-10-06,0.1483516483516483
