date,value_1,value_2,OT
1994-02-01,37125.6,46653.7,-9528.1
1994-03-01,46138.6,54662.7,-8524.1
1994-04-01,41586.9,51471.7,-9884.8
1994-05-01,42215.3,52986.7,-10771.4
1994-06-01,43424.0,57138.9,-13714.9
1994-07-01,39218.1,54806.9,-15588.8
1994-08-01,43589.0,59303.5,-15714.5
1994-09-01,43766.5,58879.4,-15112.9
1994-10-01,45313.6,61969.8,-16656.2
1994-11-01,45673.7,61334.0,-15660.3
1994-12-01,47013.3,57530.4,-10517.1
1995-01-01,43632.2,57292.9,-13660.7
1995-02-01,44997.8,55217.1,-10219.3
1995-03-01,52579.2,63583.6,-11004.4
1995-04-01,47807.7,59792.7,-11985.0
1995-05-01,49854.9,63198.4,-13343.5
1995-06-01,49392.2,64090.5,-14698.3
1995-07-01,44389.3,61856.7,-17467.4
1995-08-01,48972.2,64452.1,-15479.9
1995-09-01,49723.5,63416.0,-13692.5
1995-10-01,51828.1,67389.6,-15561.5
1995-11-01,50710.3,63576.5,-12866.2
1995-12-01,50853.0,59678.9,-8825.9
1996-01-01,47767.8,61909.4,-14141.6
1996-02-01,51112.5,60579.5,-9467.0
1996-03-01,54951.7,63363.3,-8411.6
1996-04-01,51871.8,64663.4,-12791.6
1996-05-01,53358.9,66856.9,-13498.0
1996-06-01,51821.5,64195.8,-12374.3
1996-07-01,47597.3,67681.5,-20084.2
1996-08-01,51574.4,68025.4,-16451.0
1996-09-01,50598.1,68308.8,-17710.7
1996-10-01,56107.1,74117.3,-18010.2
1996-11-01,55016.4,68015.4,-12999.0
1996-12-01,53295.8,67569.9,-14274.1
1997-01-01,50590.1,67271.9,-16681.8
1997-02-01,53152.9,65090.4,-11937.5
1997-03-01,61200.9,70606.1,-9405.2
1997-04-01,58179.8,71168.9,-12989.1
1997-05-01,58738.4,71430.4,-12692.0
1997-06-01,58048.2,71575.5,-13527.3
1997-07-01,54910.0,74815.3,-19905.3
1997-08-01,56660.9,72925.3,-16264.4
1997-09-01,57470.4,76750.9,-19280.5
1997-10-01,62401.8,81348.6,-18946.8
1997-11-01,58162.9,72049.4,-13886.5
1997-12-01,59663.7,74670.3,-15006.6
1998-01-01,55171.5,70223.9,-15052.4
1998-02-01,55233.2,68394.0,-13160.8
1998-03-01,62297.9,78095.7,-15797.8
1998-04-01,56674.4,75743.9,-19069.5
1998-05-01,56672.7,73997.7,-17325.0
1998-06-01,56994.6,76918.1,-19923.5
1998-07-01,51578.0,76336.4,-24758.4
1998-08-01,53420.1,76014.0,-22593.9
1998-09-01,55626.4,78434.7,-22808.3
1998-10-01,61312.8,83711.4,-22398.6
1998-11-01,58394.7,78020.1,-19625.4
1998-12-01,58762.2,76006.8,-17244.6
1999-01-01,52436.1,71766.3,-19330.2
1999-02-01,53278.9,73848.6,-20569.7
1999-03-01,60889.4,84071.9,-23182.5
1999-04-01,57282.9,79979.8,-22696.9
1999-05-01,56489.0,80964.8,-24475.8
1999-06-01,57824.5,87878.9,-30054.4
1999-07-01,52997.4,86775.4,-33778.0
1999-08-01,57438.9,89748.3,-32309.4
1999-09-01,59431.9,90244.9,-30813.0
1999-10-01,62972.6,94460.0,-31487.4
1999-11-01,60947.9,93580.1,-32632.2
1999-12-01,63807.2,91296.5,-27489.3
2000-01-01,57679.1,87187.8,-29508.7
2000-02-01,61179.1,91687.7,-30508.6
2000-03-01,68947.4,103244.5,-34297.1
2000-04-01,63302.6,95141.1,-31838.5
2000-05-01,64673.5,101067.5,-36394.0
2000-06-01,68002.3,104526.5,-36524.2
2000-07-01,60028.6,101986.6,-41958.0
2000-08-01,68254.4,108166.7,-39912.3
2000-09-01,67391.0,106355.1,-38964.1
2000-10-01,69635.2,113812.5,-44177.3
2000-11-01,67613.5,106394.5,-38781.0
2000-12-01,65211.3,98452.1,-33240.8
2001-01-01,62161.0,101869.1,-39708.1
2001-02-01,62742.7,91638.8,-28896.1
2001-03-01,70358.0,103536.9,-33178.9
2001-04-01,62015.8,96264.3,-34248.5
2001-05-01,64931.5,96604.8,-31673.3
2001-06-01,63333.6,95662.9,-32329.3
2001-07-01,54611.2,94625.2,-40014.0
2001-08-01,60111.5,96727.7,-36616.2
2001-09-01,55232.1,89483.4,-34251.3
2001-10-01,60700.8,101176.8,-40476.0
2001-11-01,57900.0,91705.3,-33805.3
2001-12-01,55002.4,81702.9,-26700.5
2002-01-01,52667.2,85111.7,-32444.5
2002-02-01,53061.5,83472.6,-30411.1
2002-03-01,60728.5,91414.9,-30686.4
2002-04-01,58145.9,96890.8,-38744.9
2002-05-01,59884.1,97648.9,-37764.8
2002-06-01,59920.7,96415.9,-36495.2
2002-07-01,55031.6,100471.9,-45440.3
2002-08-01,59490.4,102276.6,-42786.2
2002-09-01,57277.5,99428.8,-42151.3
2002-10-01,61975.6,106250.8,-44275.2
2002-11-01,59670.2,102564.5,-42894.3
2002-12-01,55248.2,99419.0,-44170.8
2003-01-01,54854.1,97491.0,-42636.8
2003-02-01,55917.3,93153.9,-37236.7
2003-03-01,63524.2,105842.3,-42318.1
2003-04-01,59162.2,103869.2,-44707.0
2003-05-01,59983.5,102068.4,-42084.9
2003-06-01,61570.2,103957.7,-42387.5
2003-07-01,57070.2,107631.0,-50560.8
2003-08-01,58611.1,102307.0,-43695.9
2003-09-01,60238.6,108321.9,-48083.3
2003-10-01,66388.6,117157.6,-50769.0
2003-11-01,64491.7,106066.3,-41574.5
2003-12-01,62959.1,109254.9,-46295.8
2004-01-01,58924.3,103993.0,-45068.7
2004-02-01,63118.3,104864.0,-41745.7
2004-03-01,73889.7,123421.0,-49531.3
2004-04-01,67556.0,118885.0,-51329.0
2004-05-01,69296.5,118271.0,-48974.5
2004-06-01,68403.1,127657.0,-59253.9
2004-07-01,63878.9,123224.0,-59345.1
2004-08-01,67170.5,127216.0,-60045.5
2004-09-01,69226.1,126022.0,-56795.9
2004-10-01,73091.1,134816.0,-61724.9
2004-11-01,69209.4,134719.0,-65509.6
2004-12-01,71110.8,126617.0,-55506.2
2005-01-01,66149.1,122900.0,-56750.9
2005-02-01,68256.3,122233.0,-53976.7
2005-03-01,79512.6,135451.0,-55938.4
2005-04-01,75914.4,135456.0,-59541.6
2005-05-01,75852.4,136191.0,-60338.6
2005-06-01,77589.3,141426.0,-63836.7
2005-07-01,70026.7,136515.0,-66488.3
2005-08-01,76693.3,146397.0,-69703.7
2005-09-01,74304.1,146216.0,-71911.9
2005-10-01,79147.1,156162.0,-77014.9
2005-11-01,78241.0,150245.0,-72004.0
2005-12-01,79395.5,144262.0,-64866.5
2006-01-01,74338.3,144562.0,-70223.7
2006-02-01,76935.2,134702.0,-57766.8
2006-03-01,90852.9,154040.0,-63187.1
2006-04-01,82447.9,146919.0,-64471.1
2006-05-01,86969.0,159164.0,-72195.0
2006-06-01,89730.6,160487.0,-70756.4
2006-07-01,79354.3,157768.0,-78413.7
2006-08-01,88245.7,167558.0,-79312.3
2006-09-01,87545.5,158470.0,-70924.5
2006-10-01,91664.5,164028.0,-72363.5
2006-11-01,90044.4,157288.0,-67243.6
2006-12-01,87839.2,148952.0,-61112.8
2007-01-01,85127.8,150833.0,-65705.2
2007-02-01,83797.2,139793.0,-55995.8
2007-03-01,99459.2,161363.0,-61903.8
2007-04-01,90877.4,156583.0,-65705.6
2007-05-01,96726.3,163323.0,-66596.7
2007-06-01,97885.7,164462.0,-66576.3
2007-07-01,90650.3,166765.0,-76114.7
2007-08-01,99866.6,170766.0,-70899.4
2007-09-01,96865.8,162772.0,-65906.2
2007-10-01,104975.6,182044.0,-77068.4
2007-11-01,101936.2,175663.0,-73726.8
2007-12-01,100030.5,162594.0,-62563.5
2008-01-01,98677.1,168350.2,-69673.1
2008-02-01,104740.0,165069.7,-60329.7
2008-03-01,110931.7,171194.0,-60262.4
2008-04-01,109856.7,182115.1,-72258.4
2008-05-01,112627.0,182956.3,-70329.3
2008-06-01,116787.4,190117.1,-73329.7
2008-07-01,114522.3,202614.4,-88092.1
2008-08-01,116417.8,189874.9,-73457.1
2008-09-01,106071.9,180189.0,-74117.0
2008-10-01,111238.6,185882.2,-74643.6
2008-11-01,97085.4,147515.0,-50429.6
2008-12-01,88486.2,137762.9,-49276.8
2009-01-01,78150.6,122414.6,-44264.0
2009-02-01,80349.3,109012.2,-28662.9
2009-03-01,87848.0,121358.7,-33510.7
2009-04-01,80822.5,118895.8,-38073.4
2009-05-01,83651.0,116341.5,-32690.4
2009-06-01,86829.5,127173.2,-40343.7
2009-07-01,85634.7,135695.8,-50061.1
2009-08-01,87315.1,131271.6,-43956.5
2009-09-01,91458.4,141004.5,-49546.1
2009-10-01,100005.5,147026.9,-47021.4
2009-11-01,94606.5,143324.3,-48717.8
2009-12-01,99371.9,146105.8,-46733.9
2010-01-01,92600.6,136725.4,-44124.7
2010-02-01,93858.2,133898.8,-40040.6
2010-03-01,110510.2,157728.8,-47218.6
2010-04-01,102477.4,153165.0,-50687.6
2010-05-01,105463.3,156153.2,-50689.9
2010-06-01,107153.2,168323.6,-61170.4
2010-07-01,104051.2,163910.0,-59858.8
2010-08-01,106871.3,171004.1,-64132.8
2010-09-01,107683.1,167120.3,-59437.2
2010-10-01,117262.1,170320.1,-53057.9
2010-11-01,113117.0,168989.2,-55872.2
2010-12-01,117446.9,166518.1,-49071.3
2011-01-01,110183.4,167048.1,-56864.8
2011-02-01,109541.4,156320.7,-46779.3
2011-03-01,131725.8,185977.7,-54251.9
2011-04-01,124052.1,178293.5,-54241.4
2011-05-01,124235.7,188953.4,-64717.7
2011-06-01,125000.6,191582.1,-66581.5
2011-07-01,120262.1,187230.2,-66968.1
2011-08-01,126731.9,196337.8,-69605.9
2011-09-01,127032.1,189566.8,-62534.8
2011-10-01,131099.4,191809.6,-60710.2
2011-11-01,125752.0,190317.8,-64565.7
2011-12-01,126891.2,184516.6,-57625.4
2012-01-01,117838.6,183533.2,-65694.6
2012-02-01,123612.3,171831.1,-48218.8
2012-03-01,140219.1,197350.1,-57131.1
2012-04-01,127411.4,189466.2,-62054.7
2012-05-01,131233.1,198409.6,-67176.5
2012-06-01,132578.9,191786.7,-59207.8
2012-07-01,121408.1,192838.7,-71430.5
2012-08-01,128583.0,194941.5,-66358.5
2012-09-01,128260.0,185682.8,-57422.8
2012-10-01,133718.2,198767.1,-65048.9
2012-11-01,130204.4,194553.2,-64348.8
2012-12-01,130753.7,177106.9,-46353.2
2013-01-01,123031.9,185168.6,-62136.7
2013-02-01,123443.6,170322.9,-46879.3
2013-03-01,136642.2,181850.7,-45208.5
2013-04-01,129460.6,190555.3,-61094.7
2013-05-01,132968.7,196685.4,-63716.7
2013-06-01,134550.4,184930.5,-50380.0
2013-07-01,127280.9,197311.7,-70030.8
2013-08-01,132584.0,193050.7,-60466.7
2013-09-01,128377.6,191940.9,-63563.4
2013-10-01,142061.3,205089.7,-63028.4
2013-11-01,136200.3,188617.8,-52417.5
2013-12-01,131915.5,182462.7,-50547.2
2014-01-01,126619.2,186070.1,-59450.9
2014-02-01,123630.4,170711.2,-47080.8
2014-03-01,142289.9,194612.9,-52323.0
2014-04-01,133990.1,201243.8,-67253.7
2014-05-01,138182.0,200859.9,-62677.9
2014-06-01,138482.4,198353.0,-59870.5
2014-07-01,133326.6,205134.2,-71807.5
2014-08-01,137625.8,197312.1,-59686.3
2014-09-01,133668.6,203729.7,-70061.0
2014-10-01,145613.9,211643.1,-66029.2
2014-11-01,134722.7,190689.7,-55967.0
2014-12-01,133722.1,195996.5,-62274.4
2015-01-01,120872.4,181220.3,-60347.9
2015-02-01,118233.7,162949.7,-44716.0
2015-03-01,133668.8,198235.3,-64566.5
2015-04-01,128499.6,190066.4,-61566.7
2015-05-01,128206.3,186571.1,-58364.8
2015-06-01,130976.3,197380.4,-66404.0
2015-07-01,124242.9,193673.9,-69431.0
2015-08-01,122758.9,189979.3,-67220.4
2015-09-01,124915.1,191544.6,-66629.5
2015-10-01,130301.6,195248.9,-64947.3
2015-11-01,120541.1,182176.2,-61635.0
2015-12-01,120111.7,179765.3,-59653.7
2016-01-01,107960.3,165816.2,-57855.9
2016-02-01,113460.4,168042.1,-54581.7
2016-03-01,125527.1,178405.4,-52878.3
2016-04-01,118712.7,173964.0,-55251.4
2016-05-01,119616.3,183394.3,-63778.0
2016-06-01,125098.5,188539.3,-63440.8
2016-07-01,115805.0,181779.4,-65974.4
2016-08-01,122657.9,193986.7,-71328.8
2016-09-01,124482.7,185985.6,-61502.9
2016-10-01,128525.3,191999.7,-63474.4
2016-11-01,122999.2,191156.7,-68157.4
2016-12-01,126614.4,183716.5,-57102.1
2017-01-01,117528.0,185653.7,-68125.7
2017-02-01,119234.2,169238.1,-50004.0
2017-03-01,135977.0,194066.1,-58089.1
2017-04-01,123925.3,185868.2,-61942.9
2017-05-01,127881.1,200330.9,-72449.8
2017-06-01,132711.2,198174.4,-65463.2
2017-07-01,122201.7,191754.5,-69552.8
2017-08-01,129236.6,201557.2,-72320.7
2017-09-01,130342.9,194517.3,-64174.4
2017-10-01,136312.5,210605.9,-74293.4
2017-11-01,135681.5,207578.7,-71897.1
2017-12-01,136163.5,200246.4,-64082.9
2018-01-01,125038.5,203028.9,-77990.4
2018-02-01,128218.8,186770.2,-58551.5
2018-03-01,149561.8,207985.5,-58423.7
2018-04-01,138230.4,205084.4,-66854.0
2018-05-01,145527.7,216026.5,-70498.9
2018-06-01,145498.5,211252.7,-65754.1
2018-07-01,133808.2,216854.2,-83046.0
2018-08-01,140217.8,221897.0,-81679.2
2018-09-01,139388.9,211317.5,-71928.6
2018-10-01,147081.9,235857.7,-88775.8
2018-11-01,139278.2,213493.0,-74214.8
2018-12-01,133936.1,206577.7,-72641.6
2019-01-01,129868.7,203980.7,-74112.0
2019-02-01,130075.1,185267.5,-55192.5
2019-03-01,148549.4,207511.0,-58961.7
2019-04-01,135077.4,208742.1,-73664.8
2019-05-01,142531.2,220207.6,-77676.4
2019-06-01,138284.0,206531.6,-68247.5
2019-07-01,133436.0,218311.1,-84875.2
2019-08-01,138665.4,215245.8,-76580.5
2019-09-01,134381.9,206148.9,-71767.0
2019-10-01,142478.6,218901.1,-76422.5
2019-11-01,137137.1,198974.6,-61837.5
2019-12-01,135455.6,201877.4,-66421.7
2020-01-01,129119.5,195796.2,-66676.7
2020-02-01,131117.0,178108.0,-46991.0
2020-03-01,133295.7,193922.8,-60627.1
2020-04-01,94709.0,165611.9,-70902.9
2020-05-01,91026.8,163494.1,-72467.3
2020-06-01,105122.4,179138.1,-74015.7
2020-07-01,113303.5,199927.7,-86624.2
2020-08-01,118351.8,203112.0,-84760.2
2020-09-01,121447.9,206083.7,-84635.8
2020-10-01,132638.5,218952.6,-86314.1
2020-11-01,127232.2,212453.3,-85221.1
2020-12-01,132631.0,214876.8,-82245.7
2021-01-01,128162.0,204638.9,-76476.9
2021-02-01,124182.0,193444.8,-69262.8
2021-03-01,152670.6,236920.5,-84249.9
2021-04-01,144017.7,226454.3,-82436.6
2021-05-01,145815.2,230405.4,-84590.2
2021-06-01,148067.5,242328.9,-94261.4
2021-07-01,144269.8,237297.4,-93027.6
2021-08-01,148295.2,245205.3,-96910.1
2021-09-01,142338.9,244374.7,-102035.8
2021-10-01,164137.6,251297.4,-87159.8
2021-11-01,156533.2,259414.4,-102881.2
2021-12-01,159331.9,257092.8,-97760.9
2022-01-01,147848.0,247065.3,-99217.3
2022-02-01,150555.2,234218.6,-83663.4
2022-03-01,179313.8,295975.4,-116661.7
2022-04-01,173533.9,273176.8,-99642.9
2022-05-01,179047.5,285388.2,-106340.7
2022-06-01,182662.9,286285.2,-103622.3
2022-07-01,175896.8,270907.4,-95010.6
2022-08-01,181182.3,283635.4,-102453.1
2022-09-01,175979.9,275343.2,-99363.2
2022-10-01,180101.4,281736.6,-101635.3
2022-11-01,171279.9,255967.3,-84687.4
2022-12-01,167755.3,252830.3,-85075.0
2023-01-01,165342.2,254438.5,-89096.3
2023-02-01,158850.8,230706.8,-71856.0
2023-03-01,184620.5,262756.3,-78135.8
2023-04-01,162063.7,250751.8,-88688.2
2023-05-01,167127.6,264348.9,-97221.4
2023-06-01,167303.0,257886.6,-90583.6
2023-07-01,159618.9,255665.9,-96047.1
2023-08-01,171404.5,266026.9,-94622.4
2023-09-01,171272.3,261306.3,-90034.0
2023-10-01,178021.0,276831.6,-98810.6
2023-11-01,167193.2,255909.3,-88716.1
2023-12-01,167788.2,247425.9,-79637.6
2024-01-01,160578.7,253800.2,-93221.5
2024-02-01,167171.5,242611.4,-75439.9
2024-03-01,179325.9,259144.7,-79818.8
