date,OT
2011-11-01,277428863.0
2011-12-01,315698244.0
2012-01-01,347996205.0
2012-02-01,499540637.0
2012-03-01,429217741.0
2012-04-01,230070143.0
2012-05-01,455211521.0
2012-06-01,327831864.0
2012-07-01,275690508.0
2012-08-01,230807415.0
2012-09-01,199827798.0
2012-10-01,390920105.0
2012-11-01,425175749.0
2012-12-01,1166233211.0
2013-01-01,1154300424.0
2013-02-01,343375537.0
2013-03-01,434795654.0
2013-04-01,1857509275.0
2013-05-01,513908759.0
2013-06-01,482815923.0
2013-07-01,417238381.0
2013-08-01,467431391.0
2013-09-01,473160466.0
2013-10-01,212735257.0
2013-11-01,600629269.0
2013-12-01,152329230.0
2014-01-01,213145551.0
2014-02-01,322886822.0
2014-03-01,251718615.0
2014-04-01,342495117.0
2014-05-01,420205453.0
2014-06-01,478119718.0
2014-07-01,466652528.0
2014-08-01,2356335470.0
2014-09-01,1107916667.0
2014-10-01,178767566.0
2014-11-01,849415299.0
2014-12-01,287064345.0
2015-01-01,342224783.0
2015-02-01,232148864.0
2015-03-01,304184257.0
2015-04-01,730141897.0
2015-05-01,389089245.0
2015-06-01,638821638.0
2015-07-01,1264843775.0
2015-08-01,389455025.0
2015-09-01,344370606.0
2015-10-01,362042644.0
2015-11-01,1500986724.0
2015-12-01,844468775.0
2016-01-01,259913748.0
2016-02-01,341844193.0
2016-03-01,186376999.0
2016-04-01,231888076.0
2016-05-01,162915776.0
2016-06-01,169414359.0
2016-07-01,1864298131.0
2016-08-01,239321987.0
2016-09-01,396187057.0
2016-10-01,227298949.0
2016-11-01,268301476.0
2016-12-01,170561775.0
2017-01-01,334736163.0
2017-02-01,148489157.0
2017-03-01,355066030.0
2017-04-01,210576008.0
2017-05-01,215861421.0
2017-06-01,278268154.0
2017-07-01,384463006.0
2017-08-01,255296730.0
2017-09-01,600000384.0
2017-10-01,1717651342.0
2017-11-01,1012391516.0
2017-12-01,1128393223.0
2018-01-01,767552575.0
2018-02-01,347496503.0
2018-03-01,860803735.0
2018-04-01,2160428171.0
2018-05-01,684764939.0
2018-06-01,509145510.0
2018-07-01,1545511955.0
2018-08-01,1054365212.0
2018-09-01,1088212750.0
2018-10-01,386674265.0
2018-11-01,1073836658.0
2018-12-01,474146064.0
2019-01-01,294505668.0
2019-02-01,612180570.0
2019-03-01,1376246984.0
2019-04-01,630015818.0
2019-05-01,695367151.0
2019-06-01,421127088.0
2019-07-01,562002415.0
2019-08-01,505698212.0
2019-09-01,738993138.0
2019-10-01,633543263.0
2019-11-01,378426449.0
2019-12-01,812206037.0
2020-01-01,1110807634.0
2020-02-01,1417757570.0
2020-03-01,2159757958.0
2020-04-01,2535766645.0
2020-05-01,1491114638.0
2020-06-01,2856350539.0
2020-07-01,2688166942.0
2020-08-01,990365558.0
2020-09-01,20357716670.0
2020-10-01,1540026872.0
2020-11-01,4141343418.0
2020-12-01,1729507316.0
2021-01-01,8732976026.0
2021-02-01,2574225617.0
2021-03-01,2441459028.0
2021-04-01,3804720594.0
2021-05-01,1690277774.0
2021-06-01,1891160673.0
2021-07-01,1675630732.0
2021-08-01,1575321649.0
2021-09-01,2456853086.0
2021-10-01,3707963186.0
2021-11-01,1040363438.0
2021-12-01,3914198444.0
2022-01-01,2931891783.0
2022-02-01,1680652773.0
2022-03-01,1886883021.0
2022-04-01,1814575664.0
2022-05-01,1673421317.0
2022-06-01,4156380790.0
2022-07-01,3121018667.0
2022-08-01,1695715907.0
2022-09-01,1250207960.0
2022-10-01,3441894693.0
2022-11-01,1524535909.0
2022-12-01,2031909333.0
2023-01-01,1875818354.0
2023-02-01,2192686144.0
2023-03-01,2337016549.0
2023-04-01,1396267402.0
2023-05-01,3693755441.0
2023-06-01,2149594139.0
2023-07-01,3307825067.0
2023-08-01,1217170873.0
2023-09-01,321980896.0
2023-10-01,3898738533.0
2023-11-01,2253148797.0
2023-12-01,3515344371.0
2024-01-01,2335247983.0
2024-02-01,3164524835.0
2024-03-01,1489668829.0
2024-04-01,2170364862.0
2024-05-01,88562401.0
